Card_Name,Set,Card_type1,Card_type2,Modal,Mana_Cost,CMC,Phyrexian_Mana,Color,Rarity,Price
Fated Infatuation,BNG,Instant,,no,UUU,3.0,no,U,R,0.44
Fated Intervention,BNG,Instant,,no,2GGG,5.0,no,G,R,0.09
Fated Retribution,BNG,Instant,,no,4WWW,7.0,no,W,R,0.23
Fated Return,ZNC,Instant,,no,4BBB,7.0,no,B,R,0.14
Fate Foretold,THS,Enchantment,,no,1U,2.0,no,U,C,0.06
Fate Forgotten,DTK,Instant,,no,2W,3.0,no,W,C,0.07
Fateful Absence,MID,Instant,,no,1W,2.0,no,W,R,1.08
Fateful End,THB,Instant,,no,2R,3.0,no,R,U,0.02
Fateful Showdown,KLD,Instant,,no,2RR,4.0,no,R,R,0.24
Fatespinner,MRD,Creature,,no,1UU,3.0,no,U,R,3.41
Fates' Reversal,AFR,Sorcery,,no,1B,2.0,no,B,C,0.03
Fatestitcher,ALA,Creature,,no,3U,4.0,no,U,U,1.98
Fate Transfer,SHM,Instant,,no,1UB,3.0,no,UB,C,0.24
Fate Unraveler,C15,EnchantmentCreature,,no,3B,4.0,no,B,R,0.57
Fathom Feeder,BFZ,Creature,,no,UB,2.0,no,UB,R,0.22
Fathom Fleet Boarder,RIX,Creature,,no,2B,3.0,no,B,C,0.02
Fathom Fleet Captain,XLN,Creature,,no,1B,2.0,no,B,R,0.36
Fathom Fleet Cutthroat,M20,Creature,,no,3B,4.0,no,B,C,0.01
Fathom Fleet Firebrand,XLN,Creature,,no,1R,2.0,no,R,C,0.02
Fathom Fleet Swordjack,CMR,Creature,,no,3R,4.0,no,R,U,0.12
Fathom Mage,NCC,Creature,,no,2GU,4.0,no,UG,R,0.11
Fathom Seer,TSR,Creature,,no,1U,2.0,no,U,C,0.01
Fathom Trawl,LRW,Sorcery,,no,3UU,5.0,no,U,R,0.19
Fatigue,UDS,Sorcery,,no,1U,2.0,no,U,C,0.09
Faultgrinder,CMD,Creature,,no,6R,7.0,no,R,C,0.16
Fault Line,USG,Instant,,no,XRR,2.0,no,R,R,7.5
Fault Riders,PCY,Creature,,no,2R,3.0,no,R,C,0.05
Fauna Shaman,UMA,Creature,,no,1G,2.0,no,G,R,11.68
Favorable Destiny,MIR,Enchantment,,no,1W,2.0,no,W,U,0.25
Favorable Winds,GNT,Enchantment,,no,1U,2.0,no,U,U,0.26
Favored Hoplite,THS,Creature,,no,W,1.0,no,W,U,0.25
Favored of Iroas,THB,Creature,,no,2W,3.0,no,W,U,0.01
Favor of Jukai,NEO,Enchantment,,no,3G,4.0,no,G,C,0.01
Favor of the Mighty,LRW,TribalEnchantment,,no,1W,2.0,no,W,R,0.61
Favor of the Overbeing,EVE,Enchantment,,no,1GU,3.0,no,UG,C,0.19
Favor of the Woods,DKA,Enchantment,,no,2G,3.0,no,G,C,0.05
"Fblthp, the Lost",WAR,LegendaryCreature,,no,1U,2.0,no,U,R,0.3
Fear,10E,Enchantment,,no,BB,2.0,no,B,C,0.05
Fearful Villager//Fearsome Werewolf,VOW,Creature,Creature,yes,2R,3.0,no,R,C,0.02
Fearless Fledgling,ZNR,Creature,,no,1W,2.0,no,W,U,0.05
Fearless Halberdier,M20,Creature,,no,2R,3.0,no,R,C,0.01
Fearless Liberator,KHM,Creature,,no,1R,2.0,no,R,U,0.08
Fearless Pup,KHM,Creature,,no,R,1.0,no,R,C,0.01
Fear of Death,VOW,Enchantment,,no,1U,2.0,no,U,C,0.01
Fearsome Awakening,FRF,Sorcery,,no,4B,5.0,no,B,U,0.22
Fearsome Temper,BNG,Enchantment,,no,2R,3.0,no,R,C,0.03
Feaster of Fools,MH1,Creature,,no,4BB,6.0,no,B,U,0.02
Feasting Troll King,ELD,Creature,,no,2GGGG,6.0,no,G,R,0.24
Feast of Blood,ZEN,Sorcery,,no,1B,2.0,no,B,U,0.35
Feast of Dreams,JOU,Instant,,no,1B,2.0,no,B,C,0.04
Feast of Flesh,CSP,Sorcery,,no,B,1.0,no,B,C,0.05
Feast of Sanity,MH2,Enchantment,,no,3B,4.0,no,B,U,0.1
Feast of Succession,CMR,Sorcery,,no,4BB,6.0,no,B,U,0.03
Feast of the Unicorn,6ED,Enchantment,,no,3B,4.0,no,B,C,0.06
Feast of Worms,CHK,Sorcery,,no,3GG,5.0,no,G,U,0.1
Feast on the Fallen,M15,Enchantment,,no,2B,3.0,no,B,U,0.28
Feast or Famine,DDJ,Instant,,no,3B,4.0,no,B,C,0.09
"Feather, the Redeemed",WAR,LegendaryCreature,,no,RWW,3.0,no,WR,R,1.25
Feat of Resistance,M21,Instant,,no,1W,2.0,no,W,C,0.03
Fecundity,UMA,Enchantment,,no,2G,3.0,no,G,U,0.43
Feebleness,TSR,Enchantment,,no,1B,2.0,no,B,C,0.01
Feedback,5ED,Enchantment,,no,2U,3.0,no,U,U,0.13
Feedback Bolt,5DN,Instant,,no,4R,5.0,no,R,U,0.24
Feeding Frenzy,ONS,Instant,,no,2B,3.0,no,B,U,0.18
Feed the Clan,KTK,Instant,,no,1G,2.0,no,G,C,0.09
Feed the Pack,DKA,Enchantment,,no,5G,6.0,no,G,R,0.62
Feed the Serpent,KHM,Instant,,no,2BB,4.0,no,B,C,0.01
Feed the Swarm,NCC,Sorcery,,no,1B,2.0,no,B,C,0.4
Feeling of Dread,ISD,Instant,,no,1W,2.0,no,W,C,0.14
Feign Death,AFR,Instant,,no,B,1.0,no,B,C,0.3
Feint,LEG,Instant,,no,R,1.0,no,R,C,0.78
Feiyi Snake,GS1,Creature,,no,1G,2.0,no,G,C,0.05
Feldon of the Third Path,C21,LegendaryCreature,,no,1RR,3.0,no,R,M,0.38
Feldon's Cane,TSB,Artifact,,no,1,1.0,no,colorless,S,0.23
Felhide Brawler,BNG,Creature,,no,1B,2.0,no,B,C,0.03
Felhide Minotaur,THS,Creature,,no,2B,3.0,no,B,C,0.02
Felhide Petrifier,JOU,Creature,,no,2B,3.0,no,B,U,0.23
Felhide Spiritbinder,BNG,Creature,,no,3R,4.0,no,R,R,0.23
Felidar Cub,BFZ,Creature,,no,1W,2.0,no,W,C,0.11
Felidar Guardian,AER,Creature,,no,3W,4.0,no,W,U,1.06
Felidar Retreat,NCC,Enchantment,,no,3W,4.0,no,W,R,0.65
Felidar Sovereign,BFZ,Creature,,no,4WW,6.0,no,W,R,1.63
Felidar Umbra,PCA,Enchantment,,no,1W,2.0,no,W,U,4.07
Feline Sovereign,M21,Creature,,no,2G,3.0,no,G,R,0.38
"Felisa, Fang of Silverquill",C21,LegendaryCreature,,no,2WB,4.0,no,WB,M,0.84
Fell Flagship,XLN,Artifact,,no,3,3.0,no,colorless,R,0.43
Fell Shepherd,C13,Creature,,no,5BB,7.0,no,B,R,0.22
Fell Specter,JMP,Creature,,no,3B,4.0,no,B,U,0.21
Fell Stinger,VOW,Creature,,no,2B,3.0,no,B,U,0.36
Fell the Mighty,NCC,Sorcery,,no,4W,5.0,no,W,R,0.23
Fell the Pheasant,ELD,Instant,,no,1G,2.0,no,G,C,0.02
Fellwar Stone,NCC,Artifact,,no,2,2.0,no,colorless,U,0.71
Femeref Archers,10E,Creature,,no,2G,3.0,no,G,U,0.12
Femeref Enchantress,VIS,Creature,,no,GW,2.0,no,WG,R,21.71
Femeref Healer,MIR,Creature,,no,1W,2.0,no,W,C,0.04
Femeref Knight,MIR,Creature,,no,2W,3.0,no,W,C,0.06
Femeref Scouts,MIR,Creature,,no,2W,3.0,no,W,C,0.05
Fencer Clique,MOR,Creature,,no,2UU,4.0,no,U,C,0.05
Fencer's Magemark,GPT,Enchantment,,no,2R,3.0,no,R,C,0.06
Fencing Ace,CMR,Creature,,no,1W,2.0,no,W,U,0.02
Fendeep Summoner,MOR,Creature,,no,4B,5.0,no,B,R,0.42
Fend Off,UDS,Instant,,no,1W,2.0,no,W,C,0.09
Fen Hauler,AER,Creature,,no,6B,7.0,no,B,C,0.04
Fen Stalker,PCY,Creature,,no,3B,4.0,no,B,C,0.05
Feral Abomination,M20,Creature,,no,5B,6.0,no,B,C,0.02
Feral Animist,DGM,Creature,,no,1RG,3.0,no,RG,U,0.07
Feral Contest,WWK,Sorcery,,no,3G,4.0,no,G,C,0.07
Feral Deceiver,CHK,Creature,,no,3G,4.0,no,G,C,0.12
Feral Hydra,JMP,Creature,,no,XG,1.0,no,G,U,0.21
Feral Incarnation,M15,Sorcery,,no,8G,9.0,no,G,U,0.08
Feral Instinct,VIS,Instant,,no,1G,2.0,no,G,C,0.06
Feral Invocation,JMP,Enchantment,,no,2G,3.0,no,G,C,0.01
Feral Krushok,FRF,Creature,,no,4G,5.0,no,G,C,0.02
Feral Lightning,SOK,Sorcery,,no,3RRR,6.0,no,R,U,0.16
Feral Maaka,RNA,Creature,,no,1R,2.0,no,R,C,0.03
Feral Prowler,JMP,Creature,,no,1G,2.0,no,G,C,0.05
Feral Ridgewolf,ISD,Creature,,no,2R,3.0,no,R,C,0.08
Feral Shadow,S99,Creature,,no,2B,3.0,no,B,C,0.08
Feral Thallid,ME2,Creature,,no,3GGG,6.0,no,G,C,0.21
Feral Throwback,LGN,Creature,,no,4GG,6.0,no,G,R,0.24
Ferocious Charge,5DN,Instant,,no,2G,3.0,no,G,C,0.07
Ferocious Pup,M20,Creature,,no,2G,3.0,no,G,C,0.06
Ferocious Tigorilla,IKO,Creature,,no,3R,4.0,no,R,C,0.01
Ferocious Zheng,GS1,Creature,,no,2GG,4.0,no,G,C,0.06
Ferocity,MMQ,Enchantment,,no,1G,2.0,no,G,C,0.16
Ferocity of the Wilds,ELD,Enchantment,,no,2R,3.0,no,R,U,0.09
Feroz's Ban,7ED,Artifact,,no,6,6.0,no,colorless,R,0.24
Ferropede,5DN,ArtifactCreature,,no,3,3.0,no,colorless,U,0.43
Ferrovore,SOM,Creature,,no,2R,3.0,no,R,C,0.03
Fertile Ground,AFC,Enchantment,,no,1G,2.0,no,G,C,0.23
Fertile Imagination,DIS,Sorcery,,no,2GG,4.0,no,G,U,0.24
Fertile Thicket,DDR,Land,,no,,0.0,no,colorless,C,0.04
Fertilid,NEC,Creature,,no,2G,3.0,no,G,C,0.05
Fervent Cathar,EMA,Creature,,no,2R,3.0,no,R,C,0.04
Fervent Champion,ELD,Creature,,no,R,1.0,no,R,R,0.22
Fervent Charge,APC,Enchantment,,no,1RWB,4.0,no,WBR,R,10.8
Fervent Denial,C19,Instant,,no,3UU,5.0,no,U,U,0.01
Fervent Mastery,STX,Sorcery,,no,3RR,5.0,no,R,R,0.15
Fervent Paincaster,HOU,Creature,,no,2R,3.0,no,R,U,0.03
Fervent Strike,DOM,Instant,,no,R,1.0,no,R,C,0.02
Fervor,M13,Enchantment,,no,2R,3.0,no,R,R,4.68
Festercreep,CM2,Creature,,no,1B,2.0,no,B,C,0.08
Festergloom,CN2,Sorcery,,no,2B,3.0,no,B,C,0.03
Festerhide Boar,DDM,Creature,,no,3G,4.0,no,G,C,0.07
Festering Evil,WTH,Enchantment,,no,3BB,5.0,no,B,U,0.12
Festering Goblin,MMA,Creature,,no,B,1.0,no,B,C,0.07
Festering March,FUT,Sorcery,,no,3BB,5.0,no,B,U,0.13
Festering Mummy,AKH,Creature,,no,B,1.0,no,B,C,0.13
Festering Newt,JMP,Creature,,no,B,1.0,no,B,C,0.04
Festering Wound,UDS,Enchantment,,no,1B,2.0,no,B,U,0.18
Festival,DRK,Instant,,no,W,1.0,no,W,C,0.76
Festival Crasher,MID,Creature,,no,1R,2.0,no,R,C,0.01
Festival of the Guildpact,RAV,Instant,,no,XW,1.0,no,W,U,0.11
Festival of Trokin,P02,Sorcery,,no,W,1.0,no,W,C,0.51
Festive Funeral,ELD,Instant,,no,4B,5.0,no,B,C,0.01
Fetid Heath,NCC,Land,,no,,0.0,no,colorless,R,3.04
Fetid Horror,MIR,Creature,,no,3B,4.0,no,B,C,0.11
Fetid Imp,M21,Creature,,no,1B,2.0,no,B,C,0.02
Fetid Pools,AKH,Land,,no,,0.0,no,colorless,R,4.39
Fettergeist,AVR,Creature,,no,2U,3.0,no,U,U,0.05
Feudkiller's Verdict,MMA,TribalSorcery,,no,4WW,6.0,no,W,U,0.18
Fever Charm,ONS,Instant,,no,R,1.0,no,R,C,0.11
Fevered Convulsions,TMP,Enchantment,,no,BB,2.0,no,B,R,0.43
Fevered Strength,ME3,Instant,,no,2B,3.0,no,B,C,0.05
Fevered Suspicion,AFC,Sorcery,,no,6BR,8.0,no,BR,R,0.32
Fevered Visions,SOI,Enchantment,,no,1UR,3.0,no,UR,R,0.72
Fey Steed,AFC,Creature,,no,2WW,4.0,no,W,R,0.1
Feywild Trickster,AFR,Creature,,no,2U,3.0,no,U,U,0.05
Fickle Efreet,PCY,Creature,,no,3R,4.0,no,R,R,0.25
Fiddlehead Kami,SOK,Creature,,no,4G,5.0,no,G,C,0.08
Field Creeper,M19,ArtifactCreature,,no,2,2.0,no,colorless,C,0.05
Field Marshal,10E,Creature,,no,1WW,3.0,no,W,R,3.51
Fieldmist Borderpost,ARC,Artifact,,no,1WU,3.0,no,WU,C,0.2
Field of Dreams,LEG,WorldEnchantment,,no,U,1.0,no,U,R,190.31
Field of Reality,CHK,Enchantment,,no,2U,3.0,no,U,C,0.06
Field of Ruin,MID,Land,,no,,0.0,no,colorless,U,0.12
Field of Souls,VOC,Enchantment,,no,2WW,4.0,no,W,U,0.11
Field of the Dead,M20,Land,,no,,0.0,no,colorless,R,21.99
Field Research,ZNR,Sorcery,,no,2U,3.0,no,U,C,0.01
Field Surgeon,UDS,Creature,,no,1W,2.0,no,W,C,0.14
Field Trip,STX,Sorcery,,no,2G,3.0,no,G,C,0.02
Fiend Artisan,IKO,Creature,,no,BGBG,4.0,no,BG,M,5.97
Fiend Binder,GN2,Creature,,no,3W,4.0,no,W,C,0.02
Fiend Hunter,UMA,Creature,,no,1WW,3.0,no,W,U,0.16
Fiendish Duo,GN2,Creature,,no,4RR,6.0,no,R,M,15.73
Fiendlash,AFC,Artifact,,no,1R,2.0,no,R,R,0.34
Fiend of the Shadows,AFC,Creature,,no,3BB,5.0,no,B,R,0.1
Fiendslayer Paladin,E01,Creature,,no,1WW,3.0,no,W,R,1.09
Fierce Empath,2XM,Creature,,no,2G,3.0,no,G,C,0.18
Fierce Guardianship,C20,Instant,,no,2U,3.0,no,U,R,61.12
Fierce Invocation,FRF,Sorcery,,no,4R,5.0,no,R,C,0.01
Fierce Retribution,VOW,Instant,,no,1W,2.0,no,W,C,0.02
Fierce Witchstalker,ELD,Creature,,no,2GG,4.0,no,G,C,0.03
Fiery Bombardment,EVE,Enchantment,,no,1R,2.0,no,R,R,0.17
Fiery Cannonade,CMR,Instant,,no,2R,3.0,no,R,C,0.1
Fiery Conclusion,PCA,Instant,,no,1R,2.0,no,R,C,0.04
Fiery Confluence,CM2,Sorcery,,no,2RR,4.0,no,R,R,1.27
Fiery Emancipation,M21,Enchantment,,no,3RRR,6.0,no,R,M,24.14
Fiery Encore,C21,Sorcery,,no,4R,5.0,no,R,R,0.1
Fiery Fall,C21,Instant,,no,5R,6.0,no,R,C,0.02
Fiery Finish,M19,Sorcery,,no,4RR,6.0,no,R,U,0.01
Fiery Gambit,PHE,Sorcery,,no,2R,3.0,no,R,R,2.42
Fiery Hellhound,ORI,Creature,,no,1RR,3.0,no,R,C,0.01
Fiery Impulse,ORI,Instant,,no,R,1.0,no,R,C,0.32
Fiery Intervention,DOM,Sorcery,,no,4R,5.0,no,R,C,0.01
Fiery Islet,MH1,Land,,no,,0.0,no,colorless,R,12.35
Fiery Justice,MM3,Sorcery,,no,RGW,3.0,no,WRG,R,0.13
Fiery Mantle,USG,Enchantment,,no,1R,2.0,no,R,C,0.16
Fiery Temper,C19,Instant,,no,1RR,3.0,no,R,C,0.08
Fifty Feet of Rope,AFR,Artifact,,no,1,1.0,no,colorless,U,0.04
Fight as One,IKO,Instant,,no,W,1.0,no,W,U,0.13
Fighter Class,AFR,Enchantment,,no,RW,2.0,no,WR,R,1.76
Fighting Chance,EXO,Instant,,no,R,1.0,no,R,R,1.71
Fighting Drake,TPR,Creature,,no,2UU,4.0,no,U,U,0.05
Fight or Flight,INV,Enchantment,,no,3W,4.0,no,W,R,1.03
Fight Rigging,SNC,Enchantment,,no,2G,3.0,no,G,R,0.43
Fight to the Death,ARB,Instant,,no,RW,2.0,no,WR,R,1.13
Fight with Fire,DOM,Sorcery,,no,2R,3.0,no,R,U,0.06
Figure of Destiny,DDL,Creature,,no,RW,2.0,no,WR,R,0.78
Filigree Angel,C16,ArtifactCreature,,no,5WWU,8.0,no,WU,R,0.14
Filigree Attendant,MH2,ArtifactCreature,,no,2UU,4.0,no,U,U,0.01
Filigree Crawler,AER,ArtifactCreature,,no,4,4.0,no,colorless,C,0.03
Filigree Familiar,CMR,ArtifactCreature,,no,3,3.0,no,colorless,C,0.03
Filigree Fracture,CON,Instant,,no,2G,3.0,no,G,U,0.1
Filigree Sages,ALA,ArtifactCreature,,no,3U,4.0,no,U,U,0.25
Fill with Fright,BBD,Sorcery,,no,3B,4.0,no,B,C,0.01
Filth,JUD,Creature,,no,3B,4.0,no,B,U,4.35
Filthy Cur,ODY,Creature,,no,1B,2.0,no,B,C,0.11
Final Death,THB,Instant,,no,4B,5.0,no,B,C,0.01
Finale of Devastation,WAR,Sorcery,,no,XGG,2.0,no,G,M,39.29
Finale of Eternity,WAR,Sorcery,,no,XBB,2.0,no,B,M,1.62
Finale of Glory,WAR,Sorcery,,no,XWW,2.0,no,W,M,4.64
Finale of Promise,WAR,Sorcery,,no,XRR,2.0,no,R,M,2.63
Finale of Revelation,WAR,Sorcery,,no,XUU,2.0,no,U,M,4.33
Final Flare,THB,Instant,,no,2R,3.0,no,R,C,0.01
Final Fortune,7ED,Instant,,no,RR,2.0,no,R,R,11.19
Final Judgment,BOK,Sorcery,,no,4WW,6.0,no,W,R,1.74
Final Parting,DOM,Sorcery,,no,3BB,5.0,no,B,U,1.12
Final Payment,RNA,Instant,,no,WB,2.0,no,WB,C,0.08
Final Punishment,9ED,Sorcery,,no,3BB,5.0,no,B,R,0.22
Final Revels,LRW,Sorcery,,no,4B,5.0,no,B,U,0.05
Final Reward,AKH,Instant,,no,4B,5.0,no,B,C,0.03
Final-Sting Faerie,MOR,Creature,,no,3B,4.0,no,B,C,0.11
Final Strike,POR,Sorcery,,no,2BB,4.0,no,B,R,2.07
Fin-Clade Fugitives,CMR,Creature,,no,5G,6.0,no,G,C,0.02
Find//Finality,C20,Sorcery,Sorcery,yes,BGBG4BG,10.0,no,BG,R,0.1
Find the Path,AFR,Enchantment,,no,2G,3.0,no,G,C,0.03
Finest Hour,C18,Enchantment,,no,2GWU,5.0,no,WUG,R,0.79
Finishing Blow,M21,Instant,,no,4B,5.0,no,B,C,0.01
Fire Ambush,ME3,Sorcery,,no,1R,2.0,no,R,C,5.89
Fire and Brimstone,DRK,Instant,,no,3WW,5.0,no,W,U,2.33
Fire Ants,USG,Creature,,no,2R,3.0,no,R,U,0.25
Fire at Will,EVE,Instant,,no,RWRWRW,6.0,no,WR,C,0.08
Fireball,CLB,Sorcery,,no,XR,1.0,no,R,U,0.07
Fire-Belly Changeling,DDG,Creature,,no,1R,2.0,no,R,C,0.26
Fireblade Artist,RNA,Creature,,no,BR,2.0,no,BR,U,0.09
Fireblade Charger,ZNR,Creature,,no,R,1.0,no,R,U,0.13
Fireblast,JVC,Instant,,no,4RR,6.0,no,R,C,0.94
Firebolt,MH1,Sorcery,,no,R,1.0,no,R,U,0.07
Fireborn Knight,ELD,Creature,,no,RWRWRWRW,8.0,no,WR,U,0.05
Fire Bowman,PTK,Creature,,no,R,1.0,no,R,U,13.29
Firebrand Archer,HOU,Creature,,no,1R,2.0,no,R,C,0.26
Firebrand Ranger,INV,Creature,,no,1R,2.0,no,R,U,0.19
Firebreathing,M12,Enchantment,,no,R,1.0,no,R,C,0.02
Firecannon Blast,XLN,Sorcery,,no,1RR,3.0,no,R,C,0.02
Firecat Blitz,JUD,Sorcery,,no,XRR,2.0,no,R,U,0.39
Fire Covenant,ME1,Instant,,no,1BR,3.0,no,BR,U,3.25
Fire Diamond,CLB,Artifact,,no,2,2.0,no,colorless,C,0.22
Fire Dragon,ME2,Creature,,no,6RRR,9.0,no,R,R,4.49
Fire Drake,ME3,Creature,,no,1RR,3.0,no,R,C,0.09
Firedrinker Satyr,THS,Creature,,no,R,1.0,no,R,R,0.16
Fire Elemental,M20,Creature,,no,3RR,5.0,no,R,C,0.01
Fire-Field Ogre,DDH,Creature,,no,1UBR,4.0,no,UBR,U,0.06
Firefiend Elemental,ORI,Creature,,no,3R,4.0,no,R,C,0.01
Firefist Adept,DOM,Creature,,no,4R,5.0,no,R,U,0.07
Firefist Striker,GTC,Creature,,no,1R,2.0,no,R,U,0.05
Fireflux Squad,C20,Creature,,no,3R,4.0,no,R,R,0.82
Firefly,TMP,Creature,,no,3R,4.0,no,R,U,0.15
Fireforger's Puzzleknot,KLD,Artifact,,no,2,2.0,no,colorless,C,0.01
Firefright Mage,PLC,Creature,,no,R,1.0,no,R,C,0.07
Fire Giant's Fury,KHM,Sorcery,,no,1R,2.0,no,R,U,0.09
Firehoof Cavalry,KTK,Creature,,no,W,1.0,no,W,C,0.02
Fire//Ice,MH2,Instant,Instant,yes,1R1U,4.0,no,UR,R,0.22
Fire Imp,ME4,Creature,,no,2R,3.0,no,R,U,0.21
Fire Juggler,MOR,Creature,,no,2R,3.0,no,R,C,0.04
Fire-Lit Thicket,2XM,Land,,no,,0.0,no,colorless,R,7.8
Firemane Angel,IMA,Creature,,no,3RWW,6.0,no,WR,R,0.18
Firemane Avenger,GTC,Creature,,no,2RW,4.0,no,WR,R,0.27
Firemantle Mage,BFZ,Creature,,no,2R,3.0,no,R,U,0.06
Firemaw Kavu,TSR,Creature,,no,5R,6.0,no,R,U,0.02
Firemind's Foresight,DDS,Instant,,no,5UR,7.0,no,UR,R,0.12
Firemind's Research,GRN,Enchantment,,no,UR,2.0,no,UR,R,0.2
Firemind Vessel,WAR,Artifact,,no,4,4.0,no,colorless,U,0.26
Fire-Omen Crane,GS1,Creature,,no,3RR,5.0,no,R,U,0.08
Fire Prophecy,IKO,Instant,,no,1R,2.0,no,R,C,0.16
Firescreamer,INV,Creature,,no,3B,4.0,no,B,C,0.06
Fire Servant,M11,Creature,,no,3RR,5.0,no,R,U,0.32
Fireshrieker,NEC,Artifact,,no,3,3.0,no,colorless,U,0.12
Fire Shrine Keeper,XLN,Creature,,no,R,1.0,no,R,C,0.01
Fireslinger,JVC,Creature,,no,1R,2.0,no,R,C,0.08
Fire Snake,POR,Creature,,no,4R,5.0,no,R,C,0.26
Fires of Invention,ELD,Enchantment,,no,3R,4.0,no,R,R,0.32
Fires of Undeath,DKA,Instant,,no,2R,3.0,no,R,C,0.04
Fires of Yavimaya,PCA,Enchantment,,no,1RG,3.0,no,RG,U,0.47
Firesong and Sunspeaker,PZ2,LegendaryCreature,,no,4RW,6.0,no,WR,R,1.99
Firespout,CMD,Sorcery,,no,2RG,4.0,no,RG,U,0.46
Fire Sprites,ME3,Creature,,no,1G,2.0,no,G,C,0.64
Firestorm,WTH,Instant,,no,R,1.0,no,R,R,3.78
Firestorm Hellkite,VIS,Creature,,no,4UR,6.0,no,UR,R,1.81
Firestorm Phoenix,ME3,Creature,,no,4RR,6.0,no,R,R,65.47
Fire Tempest,ME4,Sorcery,,no,5RR,7.0,no,R,R,1.0
Fire Urchin,GRN,Creature,,no,1R,2.0,no,R,C,0.01
Firewake Sliver,TSR,Creature,,no,1RG,3.0,no,RG,U,0.23
Fire Whip,TSB,Enchantment,,no,1R,2.0,no,R,S,0.15
Firewild Borderpost,ARB,Artifact,,no,1RG,3.0,no,RG,C,0.17
Firewing Phoenix,UMA,Creature,,no,3R,4.0,no,R,U,0.15
"Firja, Judge of Valor",KHM,LegendaryCreature,,no,2WBB,5.0,no,WB,U,0.07
Firja's Retribution,KHM,Enchantment,,no,1WWB,4.0,no,WB,R,0.25
Firmament Sage,MID,Creature,,no,3U,4.0,no,U,U,0.01
First Day of Class,STX,Instant,,no,1R,2.0,no,R,C,0.09
First Responder,NCC,Creature,,no,3G,4.0,no,G,R,0.23
First Response,CMR,Enchantment,,no,3W,4.0,no,W,U,0.01
First Sliver's Chosen,MH1,Creature,,no,4W,5.0,no,W,U,0.13
First-Sphere Gargantua,MH1,Creature,,no,4BB,6.0,no,B,C,0.04
First Volley,BOK,Instant,,no,1R,2.0,no,R,C,0.07
Fishliver Oil,9ED,Enchantment,,no,1U,2.0,no,U,C,0.06
Fissure,ME1,Instant,,no,3RR,5.0,no,R,C,0.11
Fissure Vent,C13,Sorcery,,no,3RR,5.0,no,R,C,0.05
Fissure Wizard,ZNR,Creature,,no,1R,2.0,no,R,C,0.03
Fistful of Force,LRW,Instant,,no,1G,2.0,no,G,C,0.11
Fist of Suns,C17,Artifact,,no,3,3.0,no,colorless,R,10.54
Fists of Flame,CMR,Instant,,no,1R,2.0,no,R,C,0.08
Fists of Ironwood,MM3,Enchantment,,no,1G,2.0,no,G,C,0.13
Fists of the Anvil,10E,Instant,,no,1R,2.0,no,R,C,0.13
Fists of the Demigod,SHM,Enchantment,,no,1BR,3.0,no,BR,C,0.29
Fit of Rage,6ED,Sorcery,,no,1R,2.0,no,R,C,0.06
Five-Alarm Fire,GTC,Enchantment,,no,1RR,3.0,no,R,R,0.15
Flagstones of Trokair,TSR,LegendaryLand,,no,,0.0,no,colorless,R,3.67
Flailing Drake,TMP,Creature,,no,3G,4.0,no,G,U,0.19
Flailing Manticore,MMQ,Creature,,no,3R,4.0,no,R,R,0.18
Flailing Ogre,MMQ,Creature,,no,2R,3.0,no,R,U,0.1
Flailing Soldier,MMQ,Creature,,no,R,1.0,no,R,C,0.1
Flameblade Adept,AKH,Creature,,no,R,1.0,no,R,U,0.28
Flameblade Angel,SOI,Creature,,no,4RR,6.0,no,R,R,0.18
Flameblast Dragon,C18,Creature,,no,4RR,6.0,no,R,R,0.42
Flame-Blessed Bolt,VOW,Instant,,no,R,1.0,no,R,C,0.19
Flame Blitz,MH2,Enchantment,,no,R,1.0,no,R,U,0.07
Flameborn Hellion,SOM,Creature,,no,5R,6.0,no,R,C,0.02
Flameborn Viron,NPH,Creature,,no,4RR,6.0,no,R,C,0.07
Flamebreak,DST,Sorcery,,no,RRR,3.0,no,R,R,1.46
Flame Burst,ODY,Instant,,no,1R,2.0,no,R,C,0.06
Flamecast Wheel,THS,Artifact,,no,1,1.0,no,colorless,U,0.03
Flame Channeler//Embodiment of Flame,MID,Creature,Creature,yes,1R,2.0,no,R,U,0.06
Flamecore Elemental,TSP,Creature,,no,2RR,4.0,no,R,C,0.05
Flame Discharge,NEO,Instant,,no,XR,1.0,no,R,U,0.03
Flame Elemental,MIR,Creature,,no,2RR,4.0,no,R,U,0.19
Flame Fusillade,RAV,Sorcery,,no,3R,4.0,no,R,R,0.34
Flame Jab,EMA,Sorcery,,no,R,1.0,no,R,U,0.12
Flame Javelin,JVC,Instant,,no,2R2R2R,9.0,no,R,U,0.12
Flame Jet,UDS,Sorcery,,no,1R,2.0,no,R,C,0.09
Flamekin Bladewhirl,LRW,Creature,,no,R,1.0,no,R,U,0.11
Flamekin Brawler,JVC,Creature,,no,R,1.0,no,R,C,0.09
Flamekin Harbinger,HOP,Creature,,no,R,1.0,no,R,U,3.63
Flamekin Herald,CMR,Creature,,no,2R,3.0,no,R,R,0.17
Flamekin Spitfire,LRW,Creature,,no,1R,2.0,no,R,U,0.1
Flamekin Village,PHE,Land,,no,,0.0,no,colorless,R,2.88
Flame-Kin War Scout,DIS,Creature,,no,3R,4.0,no,R,U,0.1
Flame-Kin Zealot,EMA,Creature,,no,1RRW,4.0,no,WR,U,0.04
